,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,373.67944935054055,272.58196612725436,207.7762052127826,245.76817519474997,511.69403189265273,219.09567835383984,249.66669163477943,401.66495688349744,191.93655273150353,639.0303095245024,925.9729959675906,476.76119723655665,542.7110220545433,593.5711615242598,358.4646668913107,102.14109970809903,220.33306176012186,386.1877186802534,455.3321028836319,563.0042762278063,394.14144571262125,438.4255738624841,640.6254419443534,574.9036661213895,646.8272028275522,399.29422310291056,434.4820823392625,645.1371742091568,537.692698178094,285.6753749276497,510.3429755642222,328.98103593854734,667.6731144990613,829.7724335115818,387.19249221102297,437.38815664245755,452.7497237139193,570.6126646204616,210.26776439601807,660.7866233654107,191.87002399825994,472.7252846864475,541.1492634244995,421.4996578295875,130.31917260418987,382.48737999111233,408.4908195655527,270.30642226697273,273.2455872677984,185.68704191647177,199.86167118203517,146.1344258472797,100.87132861485057,244.58486321175323,753.5820338513361,395.2880545999581,864.2857764515466,762.6516101768713,707.360998900783,845.4996817858662,663.7673578677721,711.943789821229,238.95037603421386,254.0438989734541,741.9749628771377,369.35739406463586,210.68754657654154,66.98939967531439,409.5347241760478,367.7262240842859,298.9776230297422,482.3883357610455,320.07369485741054,506.69402318873546,351.10339021068955,272.2420758844491,954.4783606222043,1003.1154106471494,566.0618113606218,409.83634517274686,147.00179191110192,753.9730307618707,183.05516903640506,383.92274237632,742.2882096656888,247.74769820180825,510.6390275590498,471.38072344930475,2.92265368263311,727.447137642408,1030.7519001278008,835.0891489955336,354.67563952237765,603.3703102668214,506.5596596333573,578.5103756776633,415.0009833869427,705.4036365414353,208.02153174463314
1,339.13611613634157,0.0,154.3155818719388,506.284924591199,564.0436529441118,217.65381040854987,473.64250018896377,321.14143240067654,145.60750093555626,275.5598539454906,228.3479338009769,431.363961318652,116.54774189496108,295.8991919505961,354.78269610297457,647.6834493758842,329.57103265498995,625.3807321416825,428.2634574314423,384.11589671318154,365.09577418959674,260.3006016014889,330.6649050872916,481.32144606084194,408.2549178368589,328.02361007095266,443.01924803791263,186.73930025127004,453.1635818288123,379.94932152694605,440.9374381134089,165.42822865203954,368.57744162874883,594.7413301003076,449.4055782038077,53.925408507366186,189.56589411519764,477.4732250783863,321.0897437493459,268.5375904782631,299.33589344730706,133.27733104003215,267.51601056395543,435.9421361480575,492.21480210465546,252.01285610899697,108.33736062718542,370.68758347344965,618.4054649770928,601.8741275476657,455.057870937546,302.93736287007755,308.26433859723966,255.83596394452547,293.62228764965784,492.8733113438511,258.1313431706136,487.64045920690234,736.9216983055521,444.38620108279315,503.45376473371095,505.96309807051796,442.020672795084,220.98650008690095,425.4308119105398,496.034078063101,25.734349374755848,462.76176267164925,224.4140454717413,479.8244754019454,547.0129689088939,389.97988447176334,332.6008667998178,324.92927783576164,136.77746877748052,362.1018175615717,309.9920148975473,472.6266169143945,706.3752064360743,501.0262100232422,311.5324536480727,432.1888228494722,551.7532679554969,485.39899623839244,235.4093148229943,426.85112740062254,206.49480654109306,386.1964569164475,518.8426111108479,372.64964754720285,503.2464411148624,581.2067500293714,566.4271814350043,521.8548854059495,526.6233357208807,244.7769116471447,486.84553181720645,265.8375559717317,348.8267288962268,283.21749868481777
2,323.23936635753495,123.37395129212516,0.0,426.0886460364664,376.0552065662748,277.24281433748706,616.4547556788337,428.94969568128835,126.53755276204691,220.69228558133258,393.88572152838924,617.29215144671,159.858175592107,332.0559412814094,462.27321511071074,697.5954683255909,356.18508573374567,561.3796955091296,503.2227899717004,630.2058698212679,632.0829809018036,346.9833763345899,510.3390493801326,435.1065037631436,227.3363305199167,509.37731026588466,246.76538569534063,243.36644102956654,397.6971501634763,614.8981375614793,490.8147052958612,353.6845609830262,212.21837723332752,874.093461679286,436.53848154483217,181.92602730371826,193.16281119209378,383.2618341589345,359.2719187517548,181.74836319418225,452.1103298131032,136.03077902723336,415.2135852521706,413.2534216016959,382.0332299521332,178.9834743427485,302.04538698240054,255.67849002240888,531.4295315569867,471.15367431148246,613.5653247350607,300.9211306830588,216.19404475940723,222.44206775940125,297.3339322799277,492.9740919753343,164.16472105075712,560.2950933874247,749.3369488106295,490.6191852372134,663.6710808760898,693.5209954963937,436.9111654588636,291.2129990413162,256.04058399577656,675.4087811807866,159.63015670183796,456.8178833966862,224.34319043999798,287.5166459381981,631.6186955778543,482.11590312444275,432.9417218423508,220.27563008111312,271.8865048943751,388.6371227411539,513.8616625203057,611.2022529324948,550.4589934477312,522.6243617073104,188.0294548998075,515.5794741093515,673.1560221469275,386.0600728759398,175.0740294549737,411.58029078676276,101.7247204237493,537.4055910076931,312.7808056597298,259.769659784016,510.7433885411099,737.4541570682264,418.22749242902523,457.78829082075424,447.19867412179235,416.13209459386263,589.8890577838658,339.90242802420096,479.6997245829809,425.5956972670361
3,178.3692373917309,515.332380943331,389.3305878241257,0.0,11.057644605816657,654.4421383762188,306.61991709084407,477.24003971363754,502.37628070330595,249.91029161698785,871.3561558469827,858.3670704788037,589.4054137316383,779.9054090390996,931.2168944058336,281.46017706211194,99.3952020485967,84.90259518894167,616.110477368635,481.2143465900108,832.2045239271744,519.5326016773517,716.6177437055021,988.4659837040236,519.0350543877563,862.4870455824997,302.0919732785892,772.2528673900509,563.9822413003686,745.1200582148323,47.0118775587048,682.666542955125,386.8786539220636,821.3315226358897,919.6959648731394,600.7012612793075,596.9300377781948,519.2273890221779,764.0855401238955,213.56269086839518,658.4157254161464,302.679795861037,712.5154783144814,644.5091431137187,355.9987842857593,344.1774907779195,519.6661429989562,532.7277035518425,189.34828583707113,473.1234651399072,276.95163422579805,122.0286287341237,203.1102575524522,265.5760993490747,427.3790725837923,894.6165755478776,502.1260994847274,711.5962082883476,1065.5517825253155,741.6407841526917,965.9771506691062,870.0343197809387,1092.953247384904,456.97403968519285,230.58162004268488,1172.762641750113,466.9702413457839,367.8756365114814,220.3664771467087,323.47109109396797,499.4530787828707,451.2054013457657,822.5168233028237,258.3728480903443,504.41434828263283,564.2747210991854,395.988508510441,768.1348678274579,888.4684033440842,545.8864291464554,617.0097447039741,96.78539345305998,1029.1627829945844,23.704645573784628,619.3818999498479,1057.9333701208122,366.80005061388863,763.0810543876897,468.9960568469854,195.61827954219288,1028.234360662826,925.6870923895336,738.4102835906253,506.6620091702849,559.9491815895849,825.5338810076233,794.1385505574453,794.3164230109091,792.5349404599637,335.80417875214914
4,248.38031613851743,531.46207497555,341.62278955486835,16.035000574442453,0.0,834.4777115533761,262.1811043856662,479.39615022274404,626.1152043523045,209.3460617828338,819.1671179892612,914.5198618168016,517.6397384508572,939.0605856063025,841.0871024929936,386.2026189243011,141.56580240829578,85.46507414133194,670.7369109877973,635.1552868522674,888.5787599525632,683.5210840320655,736.6341897315225,792.980569371916,465.4365739918259,759.7359924321381,318.2169283445212,529.6370329262467,607.8568393084614,832.3718824463364,37.08057723029095,730.9634078080933,401.74681028508047,1187.3626101996254,934.6075907135888,549.7370381577911,619.381888433128,512.9832926764913,522.7123580146365,300.1946798819504,798.9587624653884,411.56289620619117,598.5840922337355,635.0288828149065,353.7384983388219,371.9638460706356,547.2204236814861,433.6595280429609,186.3346203536105,457.5444806041004,210.2922283983708,131.73906625431474,227.1472411238834,307.8129584893412,510.48517289167694,957.123274688536,587.6045629492867,782.3286928807962,1183.21791903718,816.1828263335943,1028.5620464878155,647.2317634639501,817.3737597988394,418.1077140737457,261.92308748782284,1119.8072423754286,458.5641701803708,467.61725054639044,222.88214745028066,274.7317468473692,536.6359347319063,483.2396098406053,787.5986038759942,264.1112538731469,578.7681046518668,486.35976022879873,421.9418849025181,771.8653159217296,948.8651969324851,627.315339717748,447.75182000547255,94.11556882065541,1013.9561825919957,27.652634716675582,643.4307297292193,916.5767205577132,335.7296121812782,793.893793999464,564.3283012284651,225.33796038295972,1060.4917699238065,949.4442646594856,1054.3986026229215,651.5206048252188,502.8844332445038,893.2410949283783,934.848949113613,587.7529764880269,965.8541888444845,323.2831477124705
5,467.79141083779143,263.20623614519184,276.45606732139913,644.858467712919,630.9449930557479,0.0,647.1225396198703,503.5447152734952,167.8876619475715,571.3544435602041,25.044152059831077,306.0101625166802,120.031384057242,111.73007540787569,346.41527604890206,849.6478198392591,665.5617420946216,713.4902086463071,576.5837810918377,705.689898679643,350.763444887322,296.5977830469803,474.47922875525836,211.0273077336227,312.25326691679516,297.78156071271303,566.2609629464391,74.50914835402999,401.5221691993169,537.6106031560115,691.8227830220492,265.22797369772513,465.74843669127426,690.9298238131852,263.1937469439025,195.66539824822203,137.93744093569376,457.6364182837901,297.11987680882555,387.12742832991023,173.69760998686277,395.53070559778365,344.00040338958297,581.1843083047961,795.4281423371681,432.9239421427795,235.68400457755484,379.9746016828788,877.2050568158392,645.1003855759691,784.446119080642,672.4775440371874,449.07605102933815,385.44028060301616,414.9996412939604,397.56912212096114,245.92562924586187,335.067787034186,544.992446645842,211.81381934275493,258.6318274838039,708.158830303009,192.82610434076724,355.93972472667093,495.918024803045,323.78261599571124,245.30138810368135,597.6646441618159,507.5316034467083,615.1012111566545,825.4446542892058,494.3002688919248,447.3368787510192,501.5945910795476,124.15831124619348,675.5322905273158,464.22036431617477,234.20741882716945,376.4312322633594,576.4756496693681,264.49048423621787,764.712284338892,432.2504557288703,559.6980585604244,318.5053321328494,170.61305412369998,322.08902240424106,373.7030591836162,486.7504564830621,534.2276058589594,518.3387537774914,336.0129330252065,279.68844748622604,599.1067898916417,693.501132310568,183.11265036774546,587.5834334232715,252.6791686451913,206.8722415044451,507.459339188541
6,264.6621072563107,514.7497822331263,547.6048802541361,256.5995239702388,353.51034269240023,845.4933014172273,0.0,380.84070633004825,736.0907864347193,368.4657263802852,847.961967574741,1216.9110106610335,593.3182658756722,973.0834595385214,756.1986735462389,68.02408170451601,280.7461094760728,240.73980404891734,530.8757426820323,449.9441568352402,902.0275325039785,631.2246331004716,587.9286928669906,1055.0531033608008,678.642499905959,802.1601677859355,500.0442436926267,660.6341260169436,1015.9166561511088,829.88995406716,294.76251754358384,603.7826503713561,554.8520694020036,873.649412963397,1039.6267670164978,512.1027038144598,733.0507362870212,905.6644164461161,815.2375490078566,493.3355483450251,624.3095796086068,461.1064662766789,551.1018992180623,897.073196608969,521.0859326957894,329.287661945685,644.9948322719237,620.1723231162733,160.24126459379065,190.51426593149506,50.650809486466,342.89976127583867,413.90522383718945,276.6492831934191,357.6584093438582,879.8494254366933,861.7016820287473,1151.3603777916796,787.0912080887489,872.7701684705745,948.0925125880814,706.706318948837,1131.6276384916182,417.5534677280069,418.26712102680347,1114.7762640389822,585.489114891287,266.20870767650047,334.60788492767693,508.2756261086183,134.78751489129732,356.4174099389238,722.5439007115766,556.0720541595178,595.1305331630341,310.8705773154954,299.4394935086412,947.9166362298407,1255.6724724866401,489.92654909539317,747.7271087199484,215.9323365635946,719.1174033780355,349.2417858776331,608.8938188724834,1122.109699102577,659.4597178806108,773.5426922526979,874.3627813765423,205.43948174167565,647.1667737064888,1092.3724041041125,1224.3268591546946,393.2816634169155,745.4036662217726,874.5838040624171,816.3989010306807,650.2518206250876,932.0137484292784,267.3049606348986
7,334.47407607700745,315.7574195863653,365.0727617636109,512.6027105249948,541.5879463595313,515.3519903218763,404.7253699566065,0.0,419.31367807097195,448.48708074838845,581.4525240986172,619.9401156742048,485.3043676179108,639.9524811661644,393.8321337524597,461.7642758856119,308.28034224223967,558.9062456201975,180.16507169523052,139.09689549273352,410.2211604246274,205.95150231196823,242.72363121875327,799.5246771525891,659.1559135931109,562.7756471324916,715.0224559486692,462.5269966427437,917.8291477637919,416.0991370713125,576.2438243747852,254.89477256531222,623.3487849431572,528.5384329638141,854.6689078268464,282.88245128679205,512.4955111574644,727.9210974817706,567.3312571581662,524.9056103813897,457.9281493251015,230.99475353317519,255.860793557114,798.1507553165034,570.5999318640472,200.67243703034822,307.90414703660787,713.6555941429301,543.1832164241616,253.3086961062768,297.29463236402586,474.55810277676414,334.4512107906739,188.499432503534,50.39672877880783,526.2527203140464,511.47780514036697,689.5348064961597,425.1583540634872,634.0667992763523,698.2800322311186,315.4231172032109,656.0406406335009,168.31609683286257,454.789206714985,864.6546454604593,277.3648036257333,143.0741980853362,293.34690121639636,689.6425647981022,280.23919906761813,11.770404901039068,255.7152479727718,519.5363805091112,347.665472969712,53.426709638331666,82.83833915048832,815.109951568984,847.9860449905697,225.28193321566786,669.169039479381,415.93650775935606,460.6397662734071,550.5104451759603,576.771401685907,512.7309809506581,560.3854621139311,318.0231075909713,588.5164968355058,330.41929653076863,497.52756035729533,947.2620515124263,896.8858598848864,130.90392916738952,671.4577161884617,460.5593244881114,320.6863130740249,287.4919799147526,441.3358952653876,107.56047384831119
8,423.0100309886763,137.63910031801313,141.5144750301132,492.22886934424787,665.1591250212625,131.79059895106658,648.810468244697,444.7010224938374,0.0,350.6425177690751,157.63817357472252,392.09125423523534,32.69180153159048,226.27211102613907,371.5398063977621,750.4598845237531,571.9483415026119,678.1254129269937,526.8522449448742,477.882839673163,430.5592267301417,380.5152325750522,496.7189034471336,371.16862260110713,285.06134538903433,375.6306812713879,414.0000479056451,116.18525577070542,438.15937856611134,455.62549129001485,587.242963684588,248.8288441730418,305.34806948136094,660.0517156034676,285.3540001623672,144.45364042952536,66.59292711566434,437.00438659268957,219.88512569936793,341.2379839233774,265.75819503835686,226.0556615928306,385.63252195439145,482.18149080007686,464.5167596004093,299.3764575554677,242.32357147590494,257.9583024816316,547.3448536454359,636.0796062327968,568.2483979013929,373.3857425661721,372.90686397326385,374.3362435479559,391.2196969079469,519.2025437794949,84.25380696856689,407.3720620279288,596.8439882292957,307.7826064324388,348.1026940701121,563.8091007013627,301.6782885186801,337.8310482316216,410.684017634418,498.2411554690289,170.70606879803734,481.44434786377803,325.9067087106345,407.08384471328293,840.6701031044474,550.9340765688962,460.36794271400345,390.59218650346975,136.38357449862818,551.7183320101088,463.9644529088936,329.83113931318934,594.5090476822992,475.9846696138911,212.14333130226092,595.4827043349653,633.2868407757229,465.3082459479911,161.36164956358925,415.80987734126086,274.9582845825482,396.62685728797027,415.4033800013083,428.13775098456836,536.191284684516,543.6695459243069,409.67254446766907,482.157192062165,481.9382099215065,328.76725379935226,567.3474586743724,257.6410692026337,322.04386828574326,388.5263491344197
9,195.21224519230037,344.29209666055624,215.48684149534375,171.5781001851568,196.5554494252985,501.60824117813394,450.6914588315999,440.98561652015104,339.01237048614433,0.0,574.1205912568222,767.1849460141434,372.95883469896603,727.0896784964364,781.7044132843124,439.38303636675215,137.9548326851228,270.28893641921786,604.109834120241,550.4878878641621,608.6472855788186,526.892544695803,611.8367106401504,789.0826928834672,326.2284448436218,622.0810806718929,194.6046169588351,406.1475262916389,481.7985975554239,708.643914766709,180.66090026835298,434.8179824889255,216.31072035282492,952.6683676848944,766.2218044317742,287.760777328773,336.75234672688464,413.85302544614524,404.4328787266768,59.37665146652609,467.5159562285582,164.75257581913743,379.6977398712983,501.7283318135066,322.3588554194347,172.09496687389807,398.03334046249853,320.3012200175821,317.0793698088194,415.14628873414216,360.9233578578542,81.28772839723588,66.02620783413118,222.213215371179,404.6270934559234,736.1950690986437,338.1037728871985,597.7397819254614,968.2940081364409,640.8632474028433,622.3964436155877,708.6613269075763,844.6737676460108,337.5048877651459,153.42766704344592,642.7652439509144,304.71486305672386,398.2072116904566,135.3317846646024,161.6181826712443,597.6199784053042,380.9613589849908,500.93250616393027,109.71742334811162,396.2065830821664,436.4731240667482,464.60401974909735,663.3182178967013,998.9526680286531,564.502961021125,323.39370641138663,245.2567079963332,828.9341389934609,193.7267461062701,307.9806827286254,802.255155545593,182.56896345475644,529.3653307486095,388.39038838157916,196.5915778433666,659.043610246192,981.5498344551868,726.8030310505302,580.3414824696968,498.998645806099,666.5777809281191,677.5348808369637,558.5062552979017,701.4987194907111,355.87112049982215
